address,currency,price,expenses,size,bedrooms,bathrooms,listing_url,website,url,description,timestamp
"Güemes al 3800
                ",$,650000,110000,97,3,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--14967877,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Comodísimo departamento de 105 m2, justo en la ochava, con lo cual todos los ambientes son externos y luminosos.            
        Es un 4 ambientes bien conservado, última refacción hace 15 años aprox., Con 2 baños.
Tiene doble puerta de ingreso, principal y de servicio, el living comedor es enorme y con salida a un balcón corrido que llega hasta los dormitorios. La",2024-01-08T17:47:25.262312
"Av Santa Fe al 1200
                ",USD,2000,55000,150,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--11564351,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Departamento amoblado : excelente planta al frente muy luminosa con amplios ambientes y muy buena distribución, living&nbsp; con chimenea a gas , comedor&nbsp; amplio, dos&nbsp; interesantes dormitorios&nbsp; con muy buenos placares ; sectores de guardado , toil, baño completo , dep de servicio y cocina comedor amplia y completa , lavadero .&Nbsp;
calefaccion central por tiro balanceado, aire",2024-01-08T17:47:25.264035
"Jerónimo Salguero 2200
                ",$,990000,N/A,110,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14762936,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Libre ya ! Lo maneja leo

gran oportunidad!!  Palermo, limite con recoleta y barrio norte!


Palermo, 4 amb, 110m, salguero 2200, u$s 900 x mes, 

requisitos
garantia de capital federal, zona norte o seguro de caucion
recibo de sueldo o facturacion
contrato a 3 años

inmejorable departamento en alquiler en la calle salguero 2200, palermo. Capital federal. Este exclusivo inmueble cuenta con una",2024-01-08T17:47:25.265575
"Jerónimo Salguero 2200
                ",$,990000,N/A,110,3,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--14762916,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Libre ya ! Lo maneja leo

gran oportunidad!!  Palermo, limite con recoleta y barrio norte!


Palermo, 4 amb, 110m, salguero 2200, $990.000

requisitos
garantia de capital federal, zona norte o seguro de caucion
recibo de sueldo o facturacion
contrato a 3 años

inmejorable departamento en alquiler en la calle salguero 2200, palermo. Capital federal. Este exclusivo inmueble cuenta con una ubicación",2024-01-08T17:47:25.267163
"Av Libertador  al 5000
                ",USD,2500,200000,N/A,3,3,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-4-ambientes--14859895,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Alquiler departamento 4 ambientes  con cochera reciclado a nuevo en palermo


excelente 4 ambientes, reciclado a nuevo, en zona de categoría sobre av. Del libertador y federico lacroze.
        
3 dormitorios, el dormitorio principal en suite. Baño completo y toilette. Cocina con office. Lavadero. Dormitorio de servicio y baño de servicio. Balcón",2024-01-08T17:47:25.268968
"Avenida Olazabal 2000
                ",USD,1400,10000,96,3,N/A,https://www.argenprop.com/ph-en-alquiler-en-belgrano-4-ambientes--14618457,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Excelente ph en la zona de belgrano!
A 3 cuadras de avenida cabildo. A 2 cuadras de avenida juramento (ambas av. Comerciales).
A 4 cuadras de avenida del libertador. Corredor norte caba, con excelentes accesos tanto para au. Illia, general paz y panamericana
metro bus
subte (linea d)

se alquila con o sin muebles  (los muebles de las fotos son ilustrativos, actualmente se encuentra vacio)

cuenta",2024-01-08T17:47:25.270645
"Guatemala 5100
                ",USD,3000,200000,N/A,3,2,https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-4-ambientes--14859915,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Alquiler de departamento 4&nbsp;ambientes con cochera a estrenar con balcon aterrazado y vista al rio&nbsp; en palermo soho - torre bella


el departamento&nbsp; cuenta con palier privado, 3 dormitorios uno en suite , toilette de recepción , 2 baños completos, cocina",2024-01-08T17:47:25.272261
"Bulnes 2700
                ",USD,2700,N/A,170,3,3,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--12764122,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Se libera 1 de mayo 2023, depto de colega, lo maneja leo

palermo, duplex, 4 amb, 170m + 10m, bulnes 2700 p33, u$s 3000 x mes con expensas incluidas!

Alquiler espectacular duplex en torre de categoría en inmejorable ubicación - piso alto con vista al río y ciudad - todo luz - se alquila amueblado - living comedor - balcón - toilette - cocina - comedor diario - 2/ 3 dormitorios, el principal en",2024-01-08T17:47:25.273842
"Ugarte  y Arcos AMOBLADO A PARTIR DEL  08/11/24
                ",,,45000,120,3,2,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--13020595,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Muy buen departamento desarrollado en una planta,; living comedor , cocina comedor diario , 3 dormitorios y 2 baños completos , balcon con cochera cubierta en alquiler amoblado totalmente&nbsp; !!!!!!!!!! A 2 cuadras de cabildo y 6 de av del libertador ; excelente medios de transporte cerca de un parque y cercano a colegios de la zona.&Nbsp;
calefaccion central en el edificio y aires",2024-01-08T17:47:25.275648
"Gelly Y Obes 2200
                ",USD,2000,100000,163,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--13833302,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Amoblado - excelente 4 ambientes en ""la isla"" con balcón aterrazado al frente, cuenta con palier privado, hall de recepción, con amplio living apaisado y comedor en l, con salida a gran balcón corrido, vista abierta, muy luminoso, tres dormitorios amplios con placares (el tercer dormitorio hoy utilizado como escritorio), dos baños completos (uno con bañadera y otro con box de ducha),  cocina",2024-01-08T17:47:25.277358
"Gelly Y Obes 2200
                ",USD,2000,135000,163,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--13249469,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Amoblado - excelente 4 ambientes en ""la isla"" con balcón aterrazado al frente, cuenta con palier privado, hall de recepción, con amplio living apaisado y comedor en l, con salida a gran balcón corrido, vista abierta, muy luminoso, tres dormitorios amplios con placares (el tercer dormitorio hoy utilizado como escritorio), dos baños completos (uno con bañadera y otro con box de ducha),  cocina",2024-01-08T17:47:25.279139
"Francisco De Vittoria 2300
                ",USD,2000,135000,160,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14027514,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Amoblado - excelente 4 ambientes en ""la isla"" con balcón aterrazado al frente, cuenta con palier privado, hall de recepción, con amplio living apaisado y comedor en l, con salida a gran balcón corrido, vista abierta, muy luminoso, tres dormitorios amplios con placares (el tercer dormitorio hoy utilizado como escritorio), dos baños completos (uno con bañadera y otro con box de ducha),  cocina",2024-01-08T17:47:25.280863
"Larrea 700
                ",$,600000,N/A,70,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14899319,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Alquiler temporal recoleta

descripcion: reformada y comoda unidad en pb al contra frente de 2 habitaciones, comedor living, cocina doble circulacion y patio.
Cuenta con baño principal y de servicio. Pisos de madera, paredes blancas, electricidad nueva. 
Ubicacion a metros de cordoba y frente a universidad barcelo.

Precio: 600 dolares paquete

yeger negocios inmobiliarios

servicios: cloacas,",2024-01-08T17:47:25.282516
"Larrea 700
                ",$,600000,N/A,70,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--14899323,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Alquiler temporal recoleta

descripcion: reformada y comoda unidad en pb al contra frente de 2 habitaciones, comedor living, cocina doble circulacion y patio.
Cuenta con baño principal y de servicio. Pisos de madera, paredes blancas, electricidad nueva. 
Ubicacion a metros de cordoba y frente a universidad barcelo.

Precio: 600 dolares paquete

yeger negocios inmobiliarios

servicios: cloacas,",2024-01-08T17:47:25.284252
"La Pampa 1600, Piso 5
                ",$,900000,80000,105,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--14863867,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Edificio de estilo en inmejorable ubicación, frente a barrancas, a metros de medios de transportes, estación de tren, av. Libertador, etc. Contrafrente con vista abierta al club blegrano. Som 105m2, living comedor, 3 dormitorios, un baño completo y un toilette, cocina, lavadero y dependencias con baño o escritorio. El departamento está reciclado hace unos 15 años, todo lleno de luz y sol. Con",2024-01-08T17:47:25.285995
"Chenault 1700
                ",USD,3000,188000,165,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--15061327,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-3,"Valor u$d 3.000 + gastos

único departamento en las cañitas con todos los ambientes con vista al polo! Listo para mudarse!

El departamento cuenta con:

- amplio living comedor con salida  balcón terraza

- cocina integrada al living mediante barra con espacio para lavavajillas (todo eléctrico)

- dependencia de servicio con baño o escritorio (también con vista al polo)

- toilette

- 3",2024-01-08T17:47:25.287696
"Av Cnel Diaz 2300, Piso alto
                ",USD,2000,N/A,100,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico--5293438,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-4,"Descripción

excelente ubicacion cerca de parque las heras y shopping alto palermo. Edificio de mucha categoria proyecto de mario r. Alvarez con vigilancia 24 horas. Semipiso muy alto con excelente vista de living comedor 3 dormitorios. Sobriamente amoblado. Tres split uno en living y dos en dormitorios. Excelente estado, recien pintado y pisos plastificado. Cochera fija. Cable e internet lo paga",2024-01-08T17:47:30.246759
"Vuelta de Obligado e/ Blanco Encalada y Avenida Monroe
                ",USD,1380,80000,170,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--13617632,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-4,"_ Departamento de tres dormitorios en alquiler ubicado sobre calle vuelta de obligado entre blanco encalada y avenida monroe (belgrano, ciudad autónoma de buenos aires). Desarrollado en piso bajo por ascensor, con disposición frente y orientación oeste. 
_ El mismo posee cocina comedor independiente equipada con muebles sobre y bajo mesada, lavadero cubierto con dependencia de servicio y baño,",2024-01-08T17:47:30.248890
"Juramento 2700, Piso 2
                ",$,1080000,12377,144,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-4-ambientes--13657474,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-4,"Alquiler o venta!

Precio alquiler: $ 1.200.000.- Por mes
precio venta: u$s 359.000.-

Piso entero en belgrano r busca familia numerosa!

Veni a conocer esta departamento unico en su tipo, no solo por sus comodidades, sino tambien por su exclusiva ubicacion, ya que el edificio se construyo  retirado de la calle unos 10 metros, lo que le brinda mayor cantidad de luz natural respecto de cualquier",2024-01-08T17:47:30.251013
"Cuba 2300
                ",$,2800000,110000,105,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--14752194,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-4,"Espectacular unidad de 4 ambientes en torre union en alquiler con muebles ideal embajada o funcionarios extranjeros larga duración (opción corta duración consultar valor).Valor con expensas, abl aysa e internet incluido.

Espectacular departamento de 3 dormitorios totalmente amoblado de gran categoria con excelente ubicación, en torre union (torre gran categoria)
edificio de gran categoría con",2024-01-08T17:47:30.253177
"Segui 3500, Piso 3
                ",$,700000,110000,70,3,2,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--14674709,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-4,"Precioso departamento 
en inmejorable zona
doble circulación
3 dormitorios
originalmente el departamento es de 3 ambientes con living comedor en l
pero se ha creado un dormitorio dejando el living comedor con buenas dimensiones
cocina con lavadero semi integrado
3 cómodos dormitorios
baño completo mas toilette de recepción
balcón corrido
impecable!!!

Servicios: cloacas, gas",2024-01-08T17:47:30.255120
"Posadas 1100, Piso 22
                ",USD,2500,57000,180,3,N/A,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-5-ambientes--11590926,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-4,"Excelente departamento de 180 mts2 con muy buen equipamiento y mobiliario de calidad.
Servicio de vigilancia las 24 horas y garajista.
Muy luminoso, gran recepción, living y comedor muy cómodos y amplios, con vista imponente, cocina con office, lavadero, dependencia de servicio con dos habitaciones y un baño, . 
Entrada principal y de servicio. 
Sector privado de 3 dormitorios, 1 en suite, todos",2024-01-08T17:47:30.257176
"JUNCAL 2000
                ",$,4200,190000,200,3,2,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--12386485,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios?pagina-4,"Alquiler amoblado y equipado. Valor paquete (incluye expensas e impuestos)
espectacular piso de 200m2 con vista panorámica. Palier privado. Tres dormitorios, principal en suite con vestidor. Dos baños completos y toilette. Hermosa y amplia cocina. Comedor diario separado. Lavadero. Dependencia completa. Dos cocheras fijas en primer subsuelo. Aire acondicionado frio/calor. Edificio en torre con",2024-01-08T17:47:30.258953
